URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku
https://www.otodom.pl/pl/oferta/kawalerka-do-wprowadzenia-24-m2-ID4sAoz,179 000 zł,7 490 zł/m²,"Tomaszów Mazowiecki, tomaszowski, łódzkie",23.9m²,1 pokój,inne,wtórny,biuro nieruchomości,Brak danych,blok,Brak danych,cegła
https://www.otodom.pl/pl/oferta/kawalerka-20-m2-bemowo-ID4wdLH,399 000 zł,19 752 zł/m²,"ul. Muszlowa, Jelonki Północne, Bemowo, Warszawa, mazowieckie",20.2m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1984,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/kompaktowe-w-centrum-miasta-z-miejscem-parkingowym-ID4wd9d,409 000 zł,11 994 zł/m²,"pl. Cyryla Ratajskiego, Centrum, Stare Miasto, Poznań, wielkopolskie",34.1m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-39m2-balkon-ID4uo38,712 000 zł,18 057 zł/m²,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",39.43m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ujND,584 396 zł,16 360 zł/m²,"ul. Leona Heyki, Międzyodrze-Wyspa Pucka, Śródmieście, Szczecin, zachodniopomorskie",35.72m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bezposrednio-ID4uSja,Brak danych,Brak danych,"ul. Stalowa, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",26.58m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-dla-inwestora-bezpcc-i-prowizji-ID4wevj,313 700 zł,11 204 zł/m²,"Wiczlino, Gdynia, pomorskie",28m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/wyjatkowa-nieruchomosc-w-super-lokalizacji-ID4wdj7,649 000 zł,24 491 zł/m²,"ul. Józefa Sowińskiego, Ulrychów, Wola, Warszawa, mazowieckie",26.5m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2018,blok,plastikowe,żelbet
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4uigp,310 330 zł,9 537 zł/m²,"ul. Spółdzielcza, Garby, Swarzędz, poznański, wielkopolskie",32.54m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-garderoba-balkon-komorka-lokatorska-ID4wfqV,324 000 zł,8 526 zł/m²,"ul. Marcina Radockiego, Piotrowice-Ochojec, Katowice, śląskie",38m²,1 pokój,miejskie,wtórny,prywatny,1985,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-ogrodek-ID4usJR,Brak danych,Brak danych,"ul. Lazurowa, Chrzanów, Bemowo, Warszawa, mazowieckie",34.71m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bezposrednio-ID4uliC,Brak danych,Brak danych,"ul. Osiedlowa, Kpgo Mysiadło, Lesznowola, piaseczyński, mazowieckie",29.48m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-39m2-balkon-bezposrednio-ID4uo44,792 244 zł,20 210 zł/m²,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",39.2m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-balkon-bezposrednio-ID4uA00,Brak danych,Brak danych,"ul. Walońska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",31.77m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-na-zelaznej-dobra-inwestycja-ID4uRQC,509 000 zł,22 159 zł/m²,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",22.97m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1939,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-po-remoncie-gdynia-ID4we4W,375 000 zł,12 777 zł/m²,"ul. Tucholska, Oksywie, Gdynia, pomorskie",29.35m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-taras-bez-prowizji-ID4udX4,Brak danych,Brak danych,"ul. Hawelańska, Winogrady, Stare Miasto, Poznań, wielkopolskie",33.42m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/polnoc-ustawny-pokoj-i-kuchnia-blisko-promenady-ID4w1Uq,269 000 zł,7 889 zł/m²,"Północ, Częstochowa, śląskie",34.1m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1981,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/mieszkanie-25-50-m-istebna-ID4uJ2X,209 000 zł,8 196 zł/m²,"Istebna, Istebna, cieszyński, śląskie",25.5m²,1 pokój,miejskie,wtórny,prywatny,Brak danych,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/duza-kawalerka-na-parterze-po-remoncie-pszow-ID4tgFq,204 500 zł,4 698 zł/m²,"Osiedle Tadeusza Kościuszki, Pszów, wodzisławski, śląskie",43.53m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/rezerwacja-do-31-03-25-kawalerka-23m2-ul-bema-ID4w5gi,159 000 zł,6 913 zł/m²,"ul. Józefa Bema, Stary Gołonóg, Gołonóg Północny, Dąbrowa Górnicza, śląskie",23m²,1 pokój,miejskie,wtórny,prywatny,1970,blok,plastikowe,inny
https://www.otodom.pl/pl/oferta/lodz-dabrowa-kawalerka-od-zaraz-ID4sgdS,220 000 zł,8 094 zł/m²,"ul. gen. Jarosława Dąbrowskiego 97, Dąbrowa, Górna, Łódź, łódzkie",27.18m²,1 pokój,miejskie,wtórny,prywatny,1975,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-loggia-bez-prowizji-ID4ujT2,524 922 zł,16 156 zł/m²,"ul. Leona Heyki, Międzyodrze-Wyspa Pucka, Śródmieście, Szczecin, zachodniopomorskie",32.49m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-balkon-ID4ul6L,Brak danych,Brak danych,"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie",31.55m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/apartament-w-sercu-warszawy-ID4t2XZ,940 000 zł,24 659 zł/m²,"al. Aleja ""Solidarności"", Ulrychów, Wola, Warszawa, mazowieckie",38.12m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2022,apartamentowiec,Brak danych,cegła
https://www.otodom.pl/pl/oferta/idealne-na-start-po-remoncie-wolne-od-zaraz-ID4weXI,299 000 zł,9 303 zł/m²,"Osiedle Grunwaldzkie, Bielsko-Biała, śląskie",32.14m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1980,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-mista-ID4wcHZ,125 000 zł,5 000 zł/m²,"Resko, Resko, łobeski, zachodniopomorskie",25m²,1 pokój,elektryczne,wtórny,biuro nieruchomości,1939,kamienica,plastikowe,inny
https://www.otodom.pl/pl/oferta/nowa-inwestycja-chopina-loft-poddasze-ID4pKLi,204 000 zł,9 488 zł/m²,"Żyrardów, żyrardowski, mazowieckie",21.5m²,1 pokój,miejskie,wtórny,prywatny,1900,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/0-deweloperskie-nowoczesny-budynek-w-piasecznie-ID4wfkT,438 630 zł,15 305 zł/m²,"ul. Jana Pawła II, Piaseczno, Piaseczno, piaseczyński, mazowieckie",28.66m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2025,blok,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-po-remoncie-parter-gotowiec-ID4wf6O,207 000 zł,7 962 zł/m²,"ul. 11 Listopada, Konin, wielkopolskie",26m²,1 pokój,brak informacji,wtórny,prywatny,1980,loft,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/studio-al-ujazdowskie-8-warszawa-ID4w5Dq,700 000 zł,25 547 zł/m²,"al. Aleje Ujazdowskie, Ujazdów, Śródmieście, Warszawa, mazowieckie",27.4m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1967,Brak danych,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4ukiT,576 800 zł,17 500 zł/m²,"ul. Kobierzyńska, Ruczaj, Dębniki, Kraków, małopolskie",32.96m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-do-podzialu-na-2-pokojebalkonu-med-ID4wds0,258 837 zł,10 198 zł/m²,"Stare Polesie, Polesie, Łódź, łódzkie",25.38m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,silikat
https://www.otodom.pl/pl/oferta/ekskluzywna-oferta-ID4w2FL,459 999 zł,17 037 zł/m²,"Śródmieście, Katowice, śląskie",27m²,1 pokój,brak informacji,pierwotny,biuro nieruchomości,Brak danych,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/chmielna-duo-mieszkanie-1-pok-a2-88-ID4nYAS,1 295 910 zł,31 825 zł/m²,"ul. Chmielna, Mirów, Wola, Warszawa, mazowieckie",40.72m²,1 pokój,inne,pierwotny,deweloper,2025,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-ogrodek-bezposrednio-ID4umWg,520 405 zł,18 500 zł/m²,"ul. Jagiellońska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",28.13m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/klimatyczna-kawalerka-prywatnie-bez-posrednikow-ID4uJDV,222 000 zł,8 538 zł/m²,"ul. Nadrzeczna, Stare Miasto, Częstochowa, śląskie",26m²,1 pokój,miejskie,wtórny,prywatny,1967,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bez-prowizji-ID4uGap,Brak danych,Brak danych,"ul. Chylońska, Cisowa, Gdynia, pomorskie",26.05m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/tarpnoklimatyzacjadoskonala-lokalizacja-ID4wdNE,179 999 zł,5 409 zł/m²,"Grudziądz, kujawsko-pomorskie",33.28m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,Brak danych,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-33-m-warszawa-ID4wfbz,710 000 zł,21 515 zł/m²,"ul. Stanisława Worcella, Odolany, Wola, Warszawa, mazowieckie",33m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2018,apartamentowiec,drewniane,Brak danych
https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-do-remontu-ul-na-blonie-ID4wdZR,384 400 zł,15 500 zł/m²,"ul. Na Błonie, Bronowice, Bronowice, Kraków, małopolskie",24.8m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/kawalerka-w-doskonalej-lokalizacji-jezyce-remont-ID4uNU9,295 000 zł,9 365 zł/m²,"ul. Kościelna, Jeżyce, Jeżyce, Poznań, wielkopolskie",31.5m²,1 pokój,gazowe,wtórny,biuro nieruchomości,Brak danych,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bez-prowizji-ID4unEm,Brak danych,Brak danych,"ul. Bieszczadzka, Wielki Kack, Gdynia, pomorskie",27.22m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/do-jutra-uniwersytet-manufaktura-ID4wedV,258 850 zł,9 956 zł/m²,"al. Włókniarzy, Stare Polesie, Polesie, Łódź, łódzkie",26m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,cegła
https://www.otodom.pl/pl/oferta/mieszkanie-1-pok-22-m2-ul-szydlowiecka-sk-kam-ID4uP5T,173 000 zł,7 758 zł/m²,"ul. Szydłowiecka, Skarżysko-Kamienna, skarżyski, świętokrzyskie",22.3m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1973,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/przestronna-kawalerka-w-nowym-budownictwie-ID4wdTZ,650 012 zł,16 481 zł/m²,"ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie",39.44m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2026,blok,plastikowe,inny
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-ID4uhW8,Brak danych,Brak danych,"ul. Przeworska, Grochów, Praga-Południe, Warszawa, mazowieckie",28.89m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-ID4uh2k,Brak danych,Brak danych,"ul. Zygmunta Wojciechowskiego, Piątkowo, Stare Miasto, Poznań, wielkopolskie",28.8m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kielce-kochanowskiego-1p-balkon-garaz-ID4uf2B,345 000 zł,10 781 zł/m²,"ul. Maksymiliana Strasza, Osiedle Kochanowskiego, Kielce, świętokrzyskie",32m²,1 pokój,gazowe,wtórny,prywatny,2013,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/ladna-kawalerka-blisko-metra-ID4qMY0,620 000 zł,23 308 zł/m²,"ul. Syreny, Młynów, Wola, Warszawa, mazowieckie",26.6m²,1 pokój,miejskie,wtórny,prywatny,1963,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-przy-galerii-lodzkiej-ID4uTGE,456 801 zł,14 235 zł/m²,"al. marsz. Józefa Piłsudskiego, Księży Młyn, Widzew, Łódź, łódzkie",32.09m²,1 pokój,miejskie,pierwotny,prywatny,2025,apartamentowiec,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-bez-prowizji-ID4uhcG,421 681 zł,16 300 zł/m²,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",25.87m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/apartament-300m-od-plazy-swietne-polozenie-ID4sTZv,650 000 zł,22 056 zł/m²,"Świnoujście, zachodniopomorskie",29.47m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2014,apartamentowiec,Brak danych,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-ID4u9MW,340 780 zł,11 000 zł/m²,"ul. Dębowa/Senatorska, Górniak, Górna, Łódź, łódzkie",30.98m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/duza-kawalerka-z-co-wlasny-kat-za-male-pieniadze-ID4w81P,199 000 zł,5 853 zł/m²,"ul. Walentego Fojkisa, Michałkowice, Siemianowice Śląskie, śląskie",34m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1960,blok,Brak danych,cegła
https://www.otodom.pl/pl/oferta/2-pokoje-oddzielna-kuchnia-bielany-ID4w449,510 000 zł,14 522 zł/m²,"ul. Esej, Chomiczówka, Bielany, Warszawa, mazowieckie",35.12m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2000,blok,Brak danych,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-39m2-loggia-ID4uoqQ,1 154 000 zł,29 010 zł/m²,"ul. Żelazna, Mirów, Wola, Warszawa, mazowieckie",39.78m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-pod-inwestycje-gotowa-do-zamieszkania-ID4sCtv,399 000 zł,14 888 zł/m²,"ul. Nowowiejska, Ołbin, Śródmieście, Wrocław, dolnośląskie",26.8m²,1 pokój,gazowe,wtórny,biuro nieruchomości,1890,kamienica,drewniane,cegła
https://www.otodom.pl/pl/oferta/przestronna-kawalerka-gdansk-zaspa-ID4wcCL,459 000 zł,14 854 zł/m²,"ul. Pilotów, Zaspa-Młyniec, Gdańsk, pomorskie",30.9m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1975,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-ID4uG2I,Brak danych,Brak danych,"ul. Piątkowska, Winiary, Jeżyce, Poznań, wielkopolskie",28.09m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-m2-pszow-po-generalnym-remoncie-ID4rG6D,228 000 zł,6 333 zł/m²,"ul. Księcia Witolda 4a, Pszów, wodzisławski, śląskie",36m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/kawalerka-nowa-huta-bez-prowizji-tylko-u-nas-ID4we0Y,349 000 zł,13 960 zł/m²,"os. Kazimierzowskie, Bieńczyce, Bieńczyce, Kraków, małopolskie",25m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1980,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/komfortowa-kawalerka-z-balkonem-garaz-komorka-ID4wd2E,380 270 zł,13 955 zł/m²,"al. marsz. Piłsudskiego, Osiedle Olga, Tychy, śląskie",27.25m²,1 pokój,miejskie,pierwotny,deweloper,2025,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/bezposrednio-kawalerka-borek-ID4uyE2,369 000 zł,19 421 zł/m²,"al. Dębowa, Borek, Krzyki, Wrocław, dolnośląskie",19m²,1 pokój,miejskie,wtórny,prywatny,Brak danych,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-10-min-do-morza-balkon-winda-klimatyzacj-ID4uFkF,459 000 zł,15 300 zł/m²,"ul. Jagiellońska, Przymorze Wielkie, Gdańsk, pomorskie",30m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1972,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/mieszkania-osiedle-slonecznym-w-orzyszu-od-6900-ID4sNKL,233 600 zł,7 300 zł/m²,"Mikosze, Orzysz, piski, warmińsko-mazurskie",32m²,1 pokój,miejskie,pierwotny,prywatny,2025,blok,plastikowe,żelbet
https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-apartamenty-zlota-c6-32m2-ID4w1PK,374 796 zł,11 600 zł/m²,"Dąb, Katowice, śląskie",32.31m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2024,apartamentowiec,plastikowe,beton komórkowy
https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-biezanowska-ID4uaDU,169 000 zł,11 736 zł/m²,"ul. Młodzieży, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie",14.4m²,1 pokój,gazowe,wtórny,prywatny,Brak danych,Brak danych,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodem-ul-swieradowska-inwestycja-ID4we2o,484 800 zł,17 693 zł/m²,"ul. Świeradowska, Gaj, Krzyki, Wrocław, dolnośląskie",27.4m²,1 pokój,brak informacji,pierwotny,biuro nieruchomości,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-ogrodek-bez-prowizji-ID4t4x4,566 280 zł,16 500 zł/m²,"ul. Pękowicka 94, Tonie, Prądnik Biały, Kraków, małopolskie",34.32m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-26-54-m-gdansk-ID4wd18,316 466 zł,11 924 zł/m²,"ul. Siennicka, Śródmieście, Gdańsk, pomorskie",26.54m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,Brak danych,Brak danych,inny
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-55m2-2-loggie-ID4uiVA,527 766 zł,9 463 zł/m²,"generała Władysława Andersa, Wojska Polskiego, Gliwice, śląskie",55.77m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bez-prowizji-ID4uhRb,Brak danych,Brak danych,"ul. Spadochroniarzy, Złotno, Polesie, Łódź, łódzkie",27.71m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bezposrednio-ID4uljr,Brak danych,Brak danych,"ul. Osiedlowa, Kpgo Mysiadło, Lesznowola, piaseczyński, mazowieckie",29.48m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/loftowe-studio-w-centrum-wroclawia-ID4t8u1,569 000 zł,19 840 zł/m²,"ul. Ludwika Rydygiera 16, Nadodrze, Śródmieście, Wrocław, dolnośląskie",28.68m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2010,apartamentowiec,plastikowe,cegła
https://www.otodom.pl/pl/oferta/mieszkanie-30-37-m-warszawa-ID4r7Sc,565 000 zł,18 604 zł/m²,"ul. Szczęśliwicka, Szczęśliwice, Ochota, Warszawa, mazowieckie",30.37m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2018,Brak danych,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-stan-idealny-umeblowana-ID4wd1w,379 000 zł,11 450 zł/m²,"ul. Narutowicza, Błonie, Błonie, warszawski zachodni, mazowieckie",33.1m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1963,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/warszawa-grochow-1-pokoj-33-3-m2-20-min-do-centrum-ID4uI7w,515 000 zł,15 465 zł/m²,"ul. Cyraneczki, Grochów, Praga-Południe, Warszawa, mazowieckie",33.3m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/sprzedam-duza-kawalerke-bytom-miechowice-ID4wcwU,180 000 zł,5 538 zł/m²,"ul. Alojzego Felińskiego, Miechowice, Bytom, śląskie",32.5m²,1 pokój,miejskie,wtórny,prywatny,1979,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-osobny-pokoj-ID4w9Rb,530 000 zł,15 783 zł/m²,"Stare Miasto, Stare Miasto, Kraków, małopolskie",33.58m²,1 pokój,elektryczne,wtórny,biuro nieruchomości,1975,blok,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-w-swietnej-lokalizacji-ID4uBRp,269 000 zł,7 686 zł/m²,"ul. Ciasna, Sobótka, Sobótka, wrocławski, dolnośląskie",35m²,1 pokój,gazowe,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-40m2-ogrodek-bez-prowizji-ID4uioY,Brak danych,Brak danych,"ul. gen. Władysława Andersa, Ząbki, wołomiński, mazowieckie",40.42m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-ID4uWkO,260 000 zł,7 622 zł/m²,"Okole, Bydgoszcz, kujawsko-pomorskie",34.11m²,1 pokój,gazowe,wtórny,biuro nieruchomości,1915,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-25m2-ogrodek-ID4uEUQ,Brak danych,Brak danych,"ul. Twarda, Młyniska, Gdańsk, pomorskie",25.31m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/apartament-w-centrum-portu-top-lokalizacja-ID4uILv,399 000 zł,14 778 zł/m²,"ul. Cicha, Kołobrzeg, kołobrzeski, zachodniopomorskie",27m²,1 pokój,brak informacji,wtórny,prywatny,Brak danych,kamienica,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bezposrednio-ID4uaX0,Brak danych,Brak danych,"ul. Ludwika Zieleniewskiego, Grzegórzki, Grzegórzki, Kraków, małopolskie",26.16m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-ID4unny,415 494 zł,12 300 zł/m²,"ul. Rzepakowa, Piotrowice-Ochojec, Katowice, śląskie",33.78m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/apartament-z-ogrodkiem-12m2-antresola-w-centrum-ID4qSxM,1 097 000 zł,28 868 zł/m²,"ul. Siedmiogrodzka, Czyste, Wola, Warszawa, mazowieckie",38m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2021,apartamentowiec,plastikowe,inny
https://www.otodom.pl/pl/oferta/dwustronne-33-m2-obok-park-ludowy-blisko-kul-ID4w7kt,380 000 zł,11 519 zł/m²,"al. Józefa Piłsudskiego, Śródmieście, Lublin, lubelskie",32.99m²,1 pokój,miejskie,wtórny,prywatny,1966,kamienica,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-w-browary-warszawskie-330-ID4wb1f,Brak danych,Brak danych,"ul. Wronia, Mirów, Wola, Warszawa, mazowieckie",36m²,1 pokój,brak informacji,pierwotny,deweloper,Brak danych,apartamentowiec,plastikowe,cegła
https://www.otodom.pl/pl/oferta/wysoki-standard-w-dobrej-lokalizacji-ID4tXBF,596 000 zł,13 448 zł/m²,"Wojciecha Kiedrowskiego, Jasień, Gdańsk, pomorskie",44.32m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,blok,Brak danych,Brak danych
